0.0,0.1,0.0
0.0,0.1,0.0
0.0,0.1275,0.0
0.0,0.2091,0.0
0.0,0.2174,0.0
0.7412222222222222,0.2141,0.8
0.0,0.2743,0.0
0.15755555555555556,0.2603,0.186
0.2157777777777778,0.3056,0.246
0.48933333333333334,0.2733,0.691
0.23755555555555555,0.3241,0.422
0.4582222222222222,0.275,0.576
0.4647777777777778,0.3514,0.639
0.010666666666666666,0.3566,0.033
0.058777777777777776,0.3554,0.14
0.05722222222222222,0.3621,0.135
0.36833333333333335,0.4011,0.533
0.4762222222222222,0.3658,0.688
0.058888888888888886,0.3983,0.169
0.08188888888888889,0.4046,0.18
0.17844444444444443,0.3707,0.367
0.0036666666666666666,0.4216,0.034
0.36466666666666664,0.3987,0.639
0.525,0.3626,0.777
0.163,0.4245,0.417
0.23222222222222222,0.4431,0.519
0.26611111111111113,0.4539,0.527
0.3536666666666667,0.4522,0.666
0.5555555555555556,0.4093,0.828
0.22755555555555557,0.4996,0.534
0.098,0.4328,0.296
0.20966666666666667,0.4347,0.462
0.293,0.433,0.615
0.069,0.4718,0.314
0.1791111111111111,0.5114,0.524
0.34655555555555556,0.513,0.71
0.21966666666666668,0.4986,0.61
0.2028888888888889,0.5374,0.573
0.321,0.4379,0.746
0.26066666666666666,0.5217,0.687
0.13755555555555554,0.5711,0.515
0.1312222222222222,0.5117,0.543
0.1932222222222222,0.537,0.641
0.1058888888888889,0.5465,0.492
0.23122222222222222,0.5673,0.683
0.12866666666666668,0.555,0.526
0.2823333333333333,0.5332,0.728
0.24911111111111112,0.5983,0.696
0.091,0.5966,0.512
0.12611111111111112,0.5429,0.584
0.157,0.5985,0.609
0.09077777777777778,0.6022,0.515
0.11955555555555555,0.5932,0.576
0.16177777777777777,0.6009,0.645
0.13066666666666665,0.5679,0.616
0.2877777777777778,0.5425,0.813
0.17844444444444443,0.6512,0.688
0.07011111111111111,0.6311,0.49
0.14955555555555555,0.6613,0.676
0.13344444444444445,0.6453,0.654
0.03088888888888889,0.639,0.356
0.11033333333333334,0.6779,0.63
0.10955555555555556,0.6483,0.601
0.06177777777777778,0.6174,0.526
0.11044444444444444,0.651,0.63
0.07344444444444445,0.6562,0.49
0.119,0.6501,0.632
0.17133333333333334,0.6626,0.702
0.19944444444444445,0.6578,0.769
0.12266666666666666,0.678,0.703
0.11944444444444445,0.7024,0.651
0.19233333333333333,0.663,0.775
0.075,0.6529,0.527
0.1801111111111111,0.6885,0.772
0.08833333333333333,0.6962,0.628
0.051333333333333335,0.697,0.489
0.12088888888888889,0.7037,0.684
0.24788888888888888,0.6473,0.857
0.04711111111111111,0.7122,0.525
0.06066666666666667,0.695,0.534
0.11911111111111111,0.7132,0.695
0.08255555555555555,0.6899,0.609
0.10888888888888888,0.7162,0.7
0.0651111111111111,0.6249,0.554
0.15977777777777777,0.7273,0.778
0.108,0.7369,0.722
0.11722222222222223,0.7194,0.718
0.11544444444444445,0.7243,0.718
0.14733333333333334,0.7202,0.77
0.09666666666666666,0.6741,0.67
0.06555555555555556,0.7159,0.562
0.12622222222222224,0.739,0.737
0.04055555555555555,0.7282,0.526
0.14955555555555555,0.737,0.797
0.134,0.7201,0.749
0.050555555555555555,0.756,0.594
0.09588888888888888,0.7348,0.702
0.14144444444444446,0.7317,0.77
0.07222222222222222,0.7437,0.662
0.07677777777777778,0.7351,0.671
0.06666666666666667,0.7282,0.649
0.10888888888888888,0.7474,0.751
0.11288888888888889,0.7452,0.765
0.12355555555555556,0.7511,0.763
0.12844444444444444,0.741,0.767
0.09666666666666666,0.7393,0.705
0.017,0.7494,0.399
0.03211111111111111,0.7679,0.564
0.131,0.7673,0.792
0.10433333333333333,0.7625,0.748
0.15333333333333332,0.7807,0.816
0.15466666666666667,0.7415,0.816
0.12533333333333332,0.7745,0.799
0.09955555555555555,0.781,0.758
0.07566666666666666,0.7421,0.698
0.10366666666666667,0.77,0.763
0.06311111111111112,0.7796,0.682
0.10311111111111111,0.7811,0.773
0.06711111111111111,0.791,0.708
0.13533333333333333,0.7605,0.825
0.11766666666666667,0.772,0.781
0.07711111111111112,0.756,0.702
0.08022222222222222,0.7847,0.711
0.15133333333333332,0.7664,0.839
0.05633333333333333,0.7888,0.684
0.05411111111111111,0.7977,0.68
0.13777777777777778,0.7623,0.838
0.05566666666666667,0.7827,0.682
0.052444444444444446,0.7793,0.676
0.064,0.7771,0.701
0.13555555555555557,0.7777,0.847
0.07433333333333333,0.7968,0.753
0.10811111111111112,0.7892,0.809
0.06355555555555556,0.7686,0.722
0.061,0.8101,0.704
0.06444444444444444,0.7815,0.732
0.05688888888888889,0.7946,0.717
0.07266666666666667,0.7853,0.74
0.06577777777777778,0.8077,0.754
0.06433333333333334,0.7906,0.752
0.10911111111111112,0.7886,0.825
0.07788888888888888,0.7923,0.767
0.06966666666666667,0.7605,0.766
0.07977777777777778,0.7994,0.789
0.049444444444444444,0.7848,0.704
0.0641111111111111,0.8124,0.745
0.0748888888888889,0.8062,0.791
0.07,0.8125,0.763
0.17166666666666666,0.7474,0.882
0.04211111111111111,0.8065,0.694
0.05455555555555556,0.8091,0.723
0.05477777777777778,0.7708,0.716
0.09355555555555556,0.8086,0.802
0.07444444444444444,0.8087,0.77
0.041,0.8033,0.688
0.13733333333333334,0.8071,0.874
0.04744444444444444,0.8014,0.729
0.03111111111111111,0.7959,0.657
0.07,0.7969,0.78
0.030666666666666665,0.8098,0.68
0.04488888888888889,0.8197,0.743
0.12744444444444444,0.8166,0.87
0.013,0.8099,0.542
0.051666666666666666,0.8184,0.746
0.05522222222222222,0.8101,0.762
0.06666666666666667,0.8184,0.8
0.03766666666666667,0.8186,0.693
0.06,0.8199,0.772
0.059333333333333335,0.8011,0.746
0.05688888888888889,0.8236,0.756
0.011222222222222222,0.7959,0.535
0.0801111111111111,0.7755,0.791
0.051666666666666666,0.8208,0.757
0.04455555555555556,0.8134,0.739
0.03222222222222222,0.8227,0.68
0.12544444444444444,0.8118,0.855
0.04788888888888889,0.8301,0.754
0.050333333333333334,0.8224,0.749
0.07511111111111111,0.8291,0.819
0.08255555555555555,0.8005,0.807
0.09911111111111111,0.8001,0.823
0.07477777777777778,0.8221,0.808
0.05377777777777778,0.8224,0.76
0.101,0.7933,0.851
0.09733333333333333,0.8152,0.861
0.08622222222222223,0.8266,0.827
0.057666666666666665,0.8326,0.776
0.037,0.8292,0.742
0.08422222222222223,0.8286,0.836
0.08722222222222223,0.8365,0.83
0.07411111111111111,0.826,0.816
0.08022222222222222,0.8229,0.821
0.06388888888888888,0.8198,0.781
0.035444444444444445,0.8296,0.727
0.07766666666666666,0.8279,0.827
0.04022222222222222,0.8187,0.728
0.035111111111111114,0.824,0.711
0.07122222222222223,0.8367,0.807
0.03266666666666666,0.8227,0.712
0.06888888888888889,0.8201,0.827
0.06266666666666666,0.8286,0.81
0.03677777777777778,0.8411,0.744
0.048,0.8309,0.763
0.10477777777777778,0.8234,0.854
0.08188888888888889,0.8349,0.816
0.08355555555555555,0.8224,0.842
0.025555555555555557,0.8415,0.705
0.06855555555555555,0.8199,0.839
0.07711111111111112,0.8383,0.836
0.06288888888888888,0.843,0.81
0.04988888888888889,0.8228,0.798
0.037,0.8387,0.769
0.04544444444444445,0.8467,0.797
0.034666666666666665,0.833,0.763
0.06322222222222222,0.8459,0.833
0.06644444444444444,0.8486,0.809
0.051,0.8305,0.787
0.06644444444444444,0.8396,0.799
0.059222222222222225,0.8459,0.829
0.10022222222222223,0.8263,0.845
0.07388888888888889,0.8145,0.853
0.09155555555555556,0.8379,0.852
0.021666666666666667,0.8372,0.697
0.04033333333333333,0.8376,0.782
0.04888888888888889,0.8304,0.805
0.04377777777777778,0.8477,0.793
0.06355555555555556,0.8334,0.845
0.050222222222222224,0.8395,0.813
0.058888888888888886,0.8542,0.841
0.049,0.8517,0.826
0.02711111111111111,0.8493,0.729
0.052222222222222225,0.8413,0.798
0.07077777777777777,0.8542,0.818
0.09266666666666666,0.8487,0.84
0.06522222222222222,0.8428,0.841
0.07188888888888889,0.8421,0.857
0.11066666666666666,0.8435,0.877
0.03811111111111111,0.8514,0.785
0.025777777777777778,0.847,0.736
0.058333333333333334,0.8493,0.851
0.061,0.8517,0.839
0.05488888888888889,0.8556,0.843
0.08644444444444445,0.8365,0.841
0.07622222222222222,0.8481,0.872
0.05255555555555556,0.8513,0.835
0.029222222222222222,0.8262,0.762
0.07066666666666667,0.8534,0.876
0.05322222222222222,0.8563,0.841
0.04466666666666667,0.848,0.828
0.06444444444444444,0.8471,0.859
0.02822222222222222,0.8463,0.76
0.050555555555555555,0.86,0.845
0.07277777777777777,0.8483,0.873
0.05177777777777778,0.8569,0.841
0.030333333333333334,0.859,0.775
0.07122222222222223,0.8569,0.818
0.05288888888888889,0.8569,0.85
0.03266666666666666,0.8658,0.807
0.071,0.8573,0.819
0.03722222222222222,0.864,0.795
0.030444444444444444,0.8454,0.772
0.04522222222222222,0.858,0.825
0.03722222222222222,0.8437,0.812
0.06,0.8578,0.86
0.03933333333333333,0.8493,0.797
0.03277777777777778,0.8638,0.767
0.03233333333333333,0.8635,0.781
0.07888888888888888,0.8536,0.869
0.04722222222222222,0.8667,0.823
0.06555555555555556,0.8677,0.831
0.07655555555555556,0.8618,0.838
0.034333333333333334,0.8535,0.794
0.10344444444444445,0.8611,0.855
0.04577777777777778,0.8602,0.813
0.06977777777777777,0.8506,0.87
0.028777777777777777,0.8699,0.788
0.105,0.8521,0.879
0.058222222222222224,0.8552,0.855
0.059444444444444446,0.8624,0.872
0.08511111111111111,0.8478,0.901
0.05311111111111111,0.8487,0.878
0.06555555555555556,0.8675,0.867
0.147,0.8627,0.911
0.036,0.8673,0.825
0.02188888888888889,0.8572,0.752
0.039,0.8653,0.816
0.04477777777777778,0.8666,0.857
0.10633333333333334,0.8583,0.888
0.032,0.8608,0.798
0.017,0.8565,0.732
0.04988888888888889,0.8585,0.842
0.08488888888888889,0.8656,0.851
0.04822222222222222,0.8637,0.85
0.07277777777777777,0.8684,0.89
0.019444444444444445,0.8549,0.75
0.050444444444444445,0.8661,0.865
0.058333333333333334,0.8604,0.874
0.08344444444444445,0.8597,0.907
0.025666666666666667,0.8748,0.791
0.029222222222222222,0.8698,0.803
